Timestamp,Hey guys! I just saw that a penguin escaped.,I'm going out with the guys. You can deal with the penguins.,We're going to need to hire a Python guy to deal with our penguin problems.,This would never have happened if the Java guys were here.,That penguin is such a good guy,Those guys dealt with the penguin emergency so professionally.,I met a great Erlang guy the other day who knows how to deal with thorny penguin issues,Do you identify as a woman?,Unnamed: 10,???
2013-12-26 11:28:25,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,Philadelphia,
2013-12-26 11:28:34,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Austin,
2013-12-26 11:28:41,gender neutral,just men,just men,just men,just men,just men,just men,Yes,Chicago,
2013-12-26 11:29:30,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,UK,
2013-12-26 11:29:53,gender neutral,just men,just men,just men,just men,just men,just men,Yes,San Mateo,
2013-12-26 11:30:05,just men,just men,just men,just men,just men,just men,just men,No,Austin,
2013-12-26 11:30:17,gender neutral,just men,just men,gender neutral,just men,just men,just men,No,,
2013-12-26 11:30:31,gender neutral,just men,just men,just men,just men,just men,just men,Yes,Austin,
2013-12-26 11:31:01,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,Alabama,
2013-12-26 11:31:41,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,texas,
2013-12-26 11:31:51,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,,
2013-12-26 11:32:05,gender neutral,just men,just men,just men,just men,just men,just men,No,denton,
2013-12-26 11:32:14,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Chicago,
2013-12-26 11:32:29,gender neutral,gender neutral,just men,gender neutral,gender neutral,gender neutral,just men,No,Paris,
2013-12-26 11:33:12,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,Saskatoon,
2013-12-26 11:33:14,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Boston,
2013-12-26 11:33:17,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Irrland,
2013-12-26 11:33:30,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,,
2013-12-26 11:34:06,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Portland,
2013-12-26 11:34:12,gender neutral,just men,just men,just men,just men,just men,just men,No,nyc,
2013-12-26 11:34:13,gender neutral,just men,just men,just men,just men,gender neutral,gender neutral,No,SF,
2013-12-26 11:34:14,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Portland or,
2013-12-26 11:34:45,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,San Francisco,
2013-12-26 11:34:54,gender neutral,just men,just men,just men,just men,just men,just men,No,nyc,
2013-12-26 11:35:04,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,gender neutral,No,Austin Tx,
2013-12-26 11:35:17,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,Cleveland,
2013-12-26 11:35:24,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,Montreal,
2013-12-26 11:35:42,gender neutral,just men,just men,just men,just men,just men,just men,No,Austin,
2013-12-26 11:36:01,gender neutral,just men,just men,just men,gender neutral,just men,just men,No,San Jose,
2013-12-26 11:36:23,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Cape Cod,
2013-12-26 11:37:32,just men,just men,just men,just men,just men,just men,just men,No,New York,
2013-12-26 11:38:50,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,That oh so mean SF bay area,
2013-12-26 11:38:54,gender neutral,just men,just men,just men,just men,just men,just men,No,Boston,
2013-12-26 11:38:54,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,NYC metro,
2013-12-26 11:38:56,gender neutral,just men,just men,just men,just men,just men,just men,No,Portsmouth,
2013-12-26 11:39:20,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,Indiana,
2013-12-26 11:39:26,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Norway,
2013-12-26 11:39:54,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,Oakland,
2013-12-26 11:40:03,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,,
2013-12-26 11:40:15,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,No,Canada,
2013-12-26 11:40:55,gender neutral,just men,just men,just men,just men,just men,just men,Yes,SF,
2013-12-26 11:41:16,gender neutral,just men,just men,just men,just men,just men,just men,No,United Kingdom,
2013-12-26 11:41:28,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,Yes,Austin,
2013-12-26 11:41:32,just men,just men,just men,just men,just men,just men,just men,No,Paris,
2013-12-26 11:41:54,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,Boston,
2013-12-26 11:42:28,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Dublin,
2013-12-26 11:42:33,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,No,Toronto,
2013-12-26 11:42:40,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,No,Toronto,
2013-12-26 11:42:44,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,,
2013-12-26 11:42:46,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,London,
2013-12-26 11:42:56,gender neutral,gender neutral,just men,gender neutral,just men,gender neutral,just men,No,Massachusetts,
2013-12-26 11:43:02,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Copenhagen,
2013-12-26 11:43:12,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,SF,
2013-12-26 11:43:13,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,,
2013-12-26 11:43:17,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,,
2013-12-26 11:43:37,gender neutral,just men,just men,just men,just men,just men,just men,No,,
2013-12-26 11:43:55,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,just men,No,Texas,
2013-12-26 11:44:14,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Brooklyn,
2013-12-26 11:44:31,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,England,
2013-12-26 11:44:31,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Wisconsin,
2013-12-26 11:44:37,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,No,Montreal,
2013-12-26 11:44:45,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Slovenia/Europe,
2013-12-26 11:44:45,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,Denmark,
2013-12-26 11:44:45,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Ohio,
2013-12-26 11:45:00,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Tucson,
2013-12-26 11:45:04,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,Chicago,
2013-12-26 11:45:15,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Sheffield,
2013-12-26 11:45:23,gender neutral,just men,just men,just men,just men,just men,just men,No,Sunnyvale,
2013-12-26 11:46:10,gender neutral,just men,just men,just men,just men,just men,just men,No,,
2013-12-26 11:46:29,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,washington,
2013-12-26 11:46:36,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,just men,No,Washington,
2013-12-26 11:46:55,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,Yes,Canada,
2013-12-26 11:46:56,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,,
2013-12-26 11:47:02,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,gender neutral,No,Denmark,
2013-12-26 11:47:32,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Brooklyn,
2013-12-26 11:47:41,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,Montreal,
2013-12-26 11:48:41,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Ireland,
2013-12-26 11:48:49,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,Lakewood,
2013-12-26 11:49:02,gender neutral,gender neutral,just men,gender neutral,just men,gender neutral,just men,No,,
2013-12-26 11:49:16,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Toronto,
2013-12-26 11:49:46,gender neutral,gender neutral,gender neutral,gender neutral,just men,gender neutral,just men,No,Montreal,
2013-12-26 11:50:09,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,No,,
2013-12-26 11:50:54,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,No,Canada,
2013-12-26 11:50:57,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,,
2013-12-26 11:51:03,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,,
2013-12-26 11:51:08,gender neutral,just men,just men,just men,just men,just men,just men,Yes,Boston,
2013-12-26 11:51:26,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,,
2013-12-26 11:51:33,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,San Francisco,
2013-12-26 11:51:47,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,Denmark,
2013-12-26 11:52:13,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,Yes,NYC ,
2013-12-26 11:52:29,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,Yes,Toronto,
2013-12-26 11:52:38,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,,
2013-12-26 11:52:43,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,UK,
2013-12-26 11:53:01,gender neutral,just men,just men,just men,just men,just men,just men,No,Ghent,
2013-12-26 11:53:50,gender neutral,just men,just men,just men,just men,just men,just men,No,Ontario,
2013-12-26 11:54:03,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,,
2013-12-26 11:54:18,gender neutral,gender neutral,just men,gender neutral,just men,gender neutral,just men,Yes,England,
2013-12-26 11:54:38,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Canada,
2013-12-26 11:54:47,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,just men,No,Manchester,
2013-12-26 11:55:17,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Finland,
2013-12-26 11:55:49,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Marlborough,
2013-12-26 11:55:59,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,North Carolina ,
2013-12-26 11:56:03,gender neutral,just men,just men,just men,just men,just men,just men,Yes,Washington state,
2013-12-26 11:56:40,gender neutral,just men,gender neutral,gender neutral,just men,just men,just men,Yes,Bay Area ,
2013-12-26 11:57:04,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Ann Arbor,
2013-12-26 11:57:07,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,,
2013-12-26 11:57:08,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,San Francisco,
2013-12-26 11:57:15,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Emeryville,
2013-12-26 11:57:18,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,,
2013-12-26 11:57:33,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,,
2013-12-26 11:57:49,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,Yes,Austin,
2013-12-26 11:57:53,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,No,New York,
2013-12-26 11:58:00,gender neutral,just men,just men,just men,just men,just men,just men,No,uk,
2013-12-26 11:58:02,gender neutral,just men,just men,just men,just men,just men,just men,No,India,
2013-12-26 11:58:02,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,,
2013-12-26 11:58:07,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,Yes,NC,
2013-12-26 11:58:20,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,,
2013-12-26 11:58:54,gender neutral,just men,just men,just men,just men,just men,just men,No,Washington DC,
2013-12-26 11:59:01,gender neutral,gender neutral,just men,just men,just men,gender neutral,gender neutral,No,St Louis MO,
2013-12-26 11:59:28,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,gender neutral,No,Belgrade,
2013-12-26 11:59:32,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,Yes,,
2013-12-26 11:59:34,gender neutral,just men,just men,just men,gender neutral,just men,just men,No,SF,
2013-12-26 12:00:13,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,Ann Arbor,
2013-12-26 12:00:13,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Cracow,
2013-12-26 12:00:16,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Norway,
2013-12-26 12:00:21,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Scotland,
2013-12-26 12:00:25,gender neutral,gender neutral,just men,just men,just men,gender neutral,just men,No,,
2013-12-26 12:00:56,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Perth,
2013-12-26 12:01:26,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,Yes,Berlin,
2013-12-26 12:01:45,gender neutral,gender neutral,gender neutral,gender neutral,just men,gender neutral,just men,No,London UK,
2013-12-26 12:01:51,gender neutral,just men,just men,just men,just men,just men,just men,Yes,SF,
2013-12-26 12:02:26,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,London,
2013-12-26 12:02:28,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,Yes,Portland,
2013-12-26 12:02:30,gender neutral,just men,just men,just men,gender neutral,just men,just men,No,Mannheim,
2013-12-26 12:02:42,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,Yes,Boston MA,
2013-12-26 12:03:13,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,No,,
2013-12-26 12:03:26,gender neutral,just men,just men,just men,just men,just men,just men,No,San Francisco,
2013-12-26 12:03:58,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,Miami,
2013-12-26 12:03:59,gender neutral,just men,just men,just men,just men,just men,just men,No,Rochester,
